Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
33439-RAJ,Female,37,No,Rajasthan,6,32,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.7,4730.6,0,0,115.15,4845.75,Stayed,Others,Others
33458-CHH,Female,73,No,Chhattisgarh,4,1,"Deal 3",No,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",54.6,1803.7,0,0,0,1803.7,Stayed,Others,Others
33463-JAM,Female,43,No,"Jammu & Kashmir",13,35,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.4,168.2,0,0,21.06,189.26,Churned,Other,"Don't know"
33490-BIH,Female,43,Yes,Bihar,13,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.5,69.5,0,0,8.31,77.81,Churned,Dissatisfaction,"Product dissatisfaction"
33495-JAM,Female,77,Yes,"Jammu & Kashmir",2,24,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",90.95,2897.95,25.55,0,1010.24,3882.64,Stayed,Others,Others
33495-UTT,Male,81,No,"Uttar Pradesh",14,23,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.85,170.85,0,0,38.54,209.39,Churned,Dissatisfaction,"Poor expertise of online support"
33497-HAR,Female,51,Yes,Haryana,14,1,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.5,3486.65,0,0,2224.5,5711.15,Stayed,Others,Others
33514-UTT,Female,28,Yes,"Uttar Pradesh",2,3,"Deal 5",Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",50.35,314.55,0,0,255.96,570.51,Stayed,Others,Others
33533-GUJ,Male,65,No,Gujarat,4,5,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",53.4,3579.15,0,0,0,3579.15,Stayed,Others,Others
33538-GUJ,Male,23,No,Gujarat,6,5,"Deal 2",No,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",39.2,1838.15,0,0,0,1838.15,Stayed,Others,Others
33564-JAM,Female,30,No,"Jammu & Kashmir",3,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.45,3029.1,0,0,667.45,3696.55,Churned,Competitor,"Competitor made better offer"
33565-JAM,Male,73,Yes,"Jammu & Kashmir",4,7,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",100.15,4459.8,0,0,310.5,4770.3,Stayed,Others,Others
33572-UTT,Female,77,Yes,"Uttar Pradesh",0,3,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",59.85,3103.25,19.16,0,1768,4852.09,Stayed,Others,Others
33573-DEL,Female,20,Yes,Delhi,7,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",109.5,7674.55,0,150,2931.6,10756.15,Churned,Attitude,"Attitude of service provider"
33575-UTT,Male,83,Yes,"Uttar Pradesh",2,25,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.2,2874.45,0,0,1008.44,3882.89,Stayed,Others,Others
33601-UTT,Male,29,No,"Uttar Pradesh",2,34,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.5,597.9,0,0,366.39,964.29,Stayed,Others,Others
33602-WES,Male,39,Yes,"West Bengal",10,36,None,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",61.45,229.55,0,0,108.96,338.51,Churned,Price,"Price too high"
33651-KAR,Female,71,Yes,Karnataka,12,6,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.55,1462.05,0,0,1113,2575.05,Stayed,Others,Others
33663-HAR,Male,60,No,Haryana,8,35,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20.15,238.15,0,0,313.11,551.26,Stayed,Others,Others
33672-JAM,Male,62,Yes,"Jammu & Kashmir",9,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,"Competitor made better offer"
33682-AND,Male,49,No,"Andhra Pradesh",2,4,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.55,68.8,0,0,116.36,185.16,Stayed,Others,Others
33702-MAH,Female,82,Yes,Maharashtra,11,9,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",67.45,3252,0,0,2198.19,5450.19,Stayed,Others,Others
33710-GUJ,Female,37,No,Gujarat,0,8,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.15,496.9,0,0,60.83,557.73,Churned,Dissatisfaction,"Service dissatisfaction"
33715-AND,Male,61,No,"Andhra Pradesh",11,31,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",83.8,4331.4,0,70,307.84,4709.24,Stayed,Others,Others
33717-AND,Male,47,Yes,"Andhra Pradesh",8,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.4,292.4,0,0,204.54,496.94,Stayed,Others,Others
33717-JAM,Male,42,No,"Jammu & Kashmir",10,29,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.45,4517.25,0,0,870.79,5388.04,Churned,Other,"Don't know"
33718-MAH,Male,32,Yes,Maharashtra,1,3,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",80.1,5585.4,0,0,778.87,6364.27,Stayed,Others,Others
33720-BIH,Female,84,Yes,Bihar,9,24,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",88.05,4367.35,0,100,1856,6323.35,Churned,Competitor,"Competitor made better offer"
33745-AND,Female,45,No,"Andhra Pradesh",12,19,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.3,602.9,0,0,348,950.9,Stayed,Others,Others
33747-UTT,Male,59,No,"Uttar Pradesh",8,29,"Deal 4",Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",94.4,1607.2,0,0,438.43,2045.63,Churned,Other,Moved
33761-HAR,Female,45,Yes,Haryana,5,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.95,81.95,0,0,44.94,126.89,Churned,Competitor,"Competitor had better devices"
33772-DEL,Female,76,Yes,Delhi,0,27,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",74,3919.15,0,0,1898.64,5817.79,Stayed,Others,Others
33781-WES,Male,72,No,"West Bengal",15,16,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",70.2,834.7,0,0,268.62,1103.32,Stayed,Others,Others
33788-PUD,Male,32,Yes,Puducherry,0,30,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",57.55,3046.4,0,60,484,3590.4,Churned,Competitor,"Competitor offered more data"
33799-CHH,Female,23,No,Chhattisgarh,10,2,"Deal 5",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",91.7,91.7,0,0,17.23,108.93,Churned,Attitude,"Attitude of service provider"
33812-PUD,Male,24,No,Puducherry,12,8,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.4,415.4,0,0,620.4,1035.8,Stayed,Others,Others
33831-PUN,Female,59,Yes,Punjab,12,30,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",61.35,3874.1,0,0,1251.25,5125.35,Stayed,Others,Others
33836-UTT,Male,59,Yes,Uttarakhand,4,30,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",25.65,440.2,0,0,0,440.2,Stayed,Others,Others
33839-GUJ,Male,24,Yes,Gujarat,6,1,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.6,808.95,0,0,918.4,1727.35,Stayed,Others,Others
33844-KAR,Female,18,No,Karnataka,13,8,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",71.9,4479.2,0,0,2683.17,7162.37,Stayed,Others,Others
33852-ASS,Female,42,No,Assam,14,25,"Deal 5",Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.25,546.45,0,0,205.76,752.21,Stayed,Others,Others
33855-HAR,Female,25,No,Haryana,10,16,None,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.2,30.2,0,0,0,30.2,Churned,Competitor,"Competitor had better devices"
33878-KER,Male,53,Yes,Kerala,5,10,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",56.15,2499.3,0,0,1601.75,4101.05,Churned,Other,"Don't know"
33911-TEL,Female,47,No,Telangana,12,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,929.45,0,0,327.6,1257.05,Stayed,Others,Others
33916-JAM,Female,39,Yes,"Jammu & Kashmir",7,21,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.25,846,0,0,271,1117,Churned,Competitor,"Competitor made better offer"
33927-MAH,Male,44,Yes,Maharashtra,12,6,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,1360.25,0,0,3399.9,4760.15,Stayed,Others,Others
33928-MAH,Female,70,No,Maharashtra,11,18,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.55,179.25,0,0,43.14,222.39,Churned,Competitor,"Competitor had better devices"
33933-MAD,Male,56,Yes,"Madhya Pradesh",9,3,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20,417.7,0,0,722.19,1139.89,Stayed,Others,Others
33955-HAR,Female,38,No,Haryana,4,26,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",24.8,321.7,0,0,469,790.7,Stayed,Others,Others
33958-BIH,Female,43,Yes,Bihar,10,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.35,176.3,0,0,174,350.3,Stayed,Others,Others
33968-MAD,Male,63,Yes,"Madhya Pradesh",13,34,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",79.2,4016.3,0,0,859.56,4875.86,Stayed,Others,Others
33980-PUN,Female,58,No,Punjab,9,29,None,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",30.85,394.1,0,0,0,394.1,Stayed,Others,Others
33993-ODI,Male,59,No,Odisha,3,13,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",111.3,7482.1,0,0,1959.08,9441.18,Churned,Attitude,"Attitude of support person"
33999-ODI,Female,26,No,Odisha,11,35,None,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.85,2036.55,0,0,0,2036.55,Stayed,Others,Others
34004-PUN,Female,52,Yes,Punjab,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",21.05,139.75,0,0,344.4,484.15,Stayed,Others,Others
34005-UTT,Female,74,Yes,"Uttar Pradesh",2,35,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",95.65,3759.05,0,150,1635.27,5544.32,Churned,Other,"Don't know"
34042-WES,Male,36,Yes,"West Bengal",12,19,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Mailed Check",21.2,1238.65,0,0,2723.28,3961.93,Stayed,Others,Others
34064-UTT,Male,44,No,"Uttar Pradesh",0,18,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",98.05,3990.6,0,0,1196.79,5187.39,Stayed,Others,Others
34072-WES,Female,58,No,"West Bengal",3,7,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.95,1288,0,0,2261.85,3549.85,Stayed,Others,Others
34073-RAJ,Male,48,Yes,Rajasthan,7,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",18.8,1094.35,0,0,1122.33,2216.68,Stayed,Others,Others
34084-TEL,Male,51,Yes,Telangana,7,2,"Deal 2",No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",48.15,2032.3,0,0,0,2032.3,Stayed,Others,Others
34103-ODI,Female,50,Yes,Odisha,8,22,"Deal 4",Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",64.8,1166.7,0,0,764.1,1930.8,Stayed,Others,Others
34120-ODI,Male,50,No,Odisha,15,11,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",43.75,405.7,5.9,0,366.57,766.37,Stayed,Others,Others
34128-GUJ,Female,48,No,Gujarat,9,32,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.9,689.35,0,0,810.96,1500.31,Stayed,Others,Others
34133-BIH,Female,63,Yes,Bihar,0,12,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",25.05,852.7,0,0,0,852.7,Stayed,Others,Others
34135-JAM,Female,64,Yes,"Jammu & Kashmir",7,14,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105,4026.4,0,0,725.04,4751.44,Churned,Other,"Don't know"
34135-MAH,Female,21,No,Maharashtra,9,6,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.4,1212.1,0,0,411.36,1623.46,Stayed,Others,Others
34174-MAD,Male,44,Yes,"Madhya Pradesh",4,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.7,220.35,0,0,224.52,444.87,Stayed,Others,Others
34183-UTT,Male,52,No,"Uttar Pradesh",1,28,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100,1888.65,0,0,835.05,2723.7,Churned,Competitor,"Competitor offered more data"
34205-UTT,Male,50,No,"Uttar Pradesh",5,29,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",69.95,330.15,0,0,85.4,415.55,Churned,Attitude,"Attitude of service provider"
34212-MAH,Female,64,No,Maharashtra,3,17,"Deal 3",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Credit Card",54.1,1992.85,1.09,0,1697.76,3689.52,Stayed,Others,Others
34220-BIH,Female,69,Yes,Bihar,6,28,None,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",60,2548.55,0,0,930.52,3479.07,Stayed,Others,Others
34237-HAR,Female,73,Yes,Haryana,8,30,"Deal 3",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.85,2310.2,0,0,92.61,2402.81,Stayed,Others,Others
34258-JAM,Female,24,No,"Jammu & Kashmir",7,5,None,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",55.2,528.35,0,0,94.1,622.45,Churned,Competitor,"Competitor made better offer"
34262-TEL,Male,50,Yes,Telangana,3,23,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.95,1322.85,0,0,614.16,1937.01,Stayed,Others,Others
34266-KAR,Female,73,Yes,Karnataka,14,18,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",90.05,2627.2,0,0,1432.5,4059.7,Stayed,Others,Others
34278-UTT,Female,56,No,"Uttar Pradesh",13,32,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",89.65,1208.35,0,120,106.68,1435.03,Churned,Competitor,"Competitor had better devices"
34284-UTT,Female,82,No,"Uttar Pradesh",5,25,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.25,2841.55,0,0,997.15,3838.7,Churned,Other,"Don't know"
34319-MAH,Female,82,Yes,Maharashtra,3,17,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",54.55,825.1,0,0,568.48,1393.58,Stayed,Others,Others
34320-JAM,Female,36,No,"Jammu & Kashmir",13,12,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.15,456.85,0,0,788.64,1245.49,Stayed,Others,Others
34323-KAR,Male,37,No,Karnataka,12,22,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",53.75,2790.65,43.12,0,2490.8,5238.33,Stayed,Others,Others
34330-TAM,Male,39,No,"Tamil Nadu",15,11,None,No,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",34.65,246.6,0,0,0,246.6,Stayed,Others,Others
34333-GUJ,Female,18,No,Gujarat,13,4,"Deal 2",Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,"One Year",Yes,"Credit Card",55.8,2651.2,0,0,1838.4,4489.6,Stayed,Others,Others
34389-RAJ,Female,48,No,Rajasthan,4,5,"Deal 2",Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.8,3970.4,0,0,2557.8,6528.2,Stayed,Others,Others
34391-MAD,Female,44,Yes,"Madhya Pradesh",1,9,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",24.7,571.75,0,0,497.76,1069.51,Stayed,Others,Others
34397-GUJ,Male,44,No,Gujarat,8,14,"Deal 4",No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.95,605.75,0,0,0,605.75,Stayed,Others,Others
34402-MAD,Female,44,No,"Madhya Pradesh",5,36,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.55,536.4,0,0,262.8,799.2,Churned,Other,Moved
34425-ASS,Male,81,No,Assam,0,21,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",86.45,2401.05,0,0,80.19,2481.24,Stayed,Others,Others
34444-PUN,Female,39,Yes,Punjab,6,31,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100,3320.6,0,0,546.81,3867.41,Stayed,Others,Others
34476-TAM,Male,73,No,"Tamil Nadu",13,21,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",96.85,1235.55,0,0,346.84,1582.39,Stayed,Others,Others
34493-PUD,Female,19,No,Puducherry,14,8,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",114.2,7723.9,48.54,0,1174.6,8849.96,Churned,Price,"Price too high"
34520-UTT,Female,51,No,"Uttar Pradesh",1,5,"Deal 2",Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",60.5,3145.15,0,0,2406.18,5551.33,Stayed,Others,Others
34524-MAH,Female,57,No,Maharashtra,13,23,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,"Credit Card",89.4,5976.9,36.02,40,3219.48,9200.36,Stayed,Others,Others
34527-PUN,Male,22,Yes,Punjab,3,12,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",53.1,2459.8,0,0,2058.04,4517.84,Stayed,Others,Others
34528-AND,Female,18,No,"Andhra Pradesh",15,2,None,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",58.2,1045.25,0,0,462.65,1507.9,Stayed,Others,Others
34547-WES,Male,30,No,"West Bengal",1,22,"Deal 4",No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",34,442.45,0,0,0,442.45,Stayed,Others,Others
34580-MAH,Male,62,No,Maharashtra,6,32,"Deal 5",Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",60,60,0,10,43.48,113.48,Churned,Attitude,"Attitude of service provider"
34584-MAD,Female,35,Yes,"Madhya Pradesh",14,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",20.95,109.5,0,0,259.14,368.64,Stayed,Others,Others
34588-RAJ,Female,67,Yes,Rajasthan,2,19,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.3,1778.7,0,0,624.96,2403.66,Stayed,Others,Others
34591-RAJ,Female,53,No,Rajasthan,2,15,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",104.15,2494.65,0,40,930.96,3465.61,Stayed,Others,Others
34599-MAH,Female,20,No,Maharashtra,2,4,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",20.85,892.15,0,0,1808.55,2700.7,Stayed,Others,Others
34615-UTT,Female,35,No,Uttarakhand,8,25,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.05,761.85,0,0,1455.72,2217.57,Stayed,Others,Others
34622-WES,Female,59,No,"West Bengal",12,24,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.95,2149.05,0,0,156.31,2305.36,Stayed,Others,Others
34626-BIH,Male,42,No,Bihar,14,5,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",54.85,916.15,0,0,0,916.15,Stayed,Others,Others
34680-KAR,Male,71,Yes,Karnataka,14,33,"Deal 1",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",105.35,7511.9,0,0,1013.6,8525.5,Stayed,Others,Others
34695-JAM,Female,64,No,"Jammu & Kashmir",6,22,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.45,853.1,0,0,238.59,1091.69,Churned,Competitor,"Competitor made better offer"
34711-UTT,Female,84,No,Uttarakhand,14,13,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.5,5068.05,0,0,643.2,5711.25,Stayed,Others,Others
34729-MAH,Female,49,No,Maharashtra,4,19,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",93.9,486.85,0,0,232.25,719.1,Churned,Other,"Don't know"
34738-KAR,Male,76,Yes,Karnataka,8,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.45,849.1,0,0,475.41,1324.51,Stayed,Others,Others
34754-MAH,Female,55,Yes,Maharashtra,1,10,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",20.15,682.15,0,0,698.28,1380.43,Stayed,Others,Others
34756-PUN,Male,54,Yes,Punjab,8,13,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.3,70.3,0,0,15.92,86.22,Churned,Dissatisfaction,"Service dissatisfaction"
34757-KAR,Female,70,No,Karnataka,11,12,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,No,"One Year",No,"Bank Withdrawal",71.7,1497.05,0,100,636.3,2233.35,Stayed,Others,Others
